CustomerKey,Recency,Frequency,Monetary
11214,55,2,162.28
11216,342,2,5948.24
11217,333,2,5953.25
11218,12,2,39.58
11219,2,2,39.58
11220,31,2,50.230000000000004
11221,88,2,46.27
11222,46,2,207.95999999999998
11224,41,3,6685.589999999999
11225,129,2,73.25000000000001
11226,288,2,37.29
11227,337,2,5910.219999999999
11228,5,2,77.27000000000001
11229,1,2,81.26
11230,35,2,54.22
11231,62,2,64.26
11232,61,2,39.58
11233,219,2,179.42999999999998
11234,116,2,76.27000000000001
11235,11,2,138.45
11236,11,2,113.96000000000001
11252,26,3,6685.5599999999995
11254,30,2,203.92
11255,288,2,113.96000000000001
11256,89,2,81.26
11257,30,3,6677.38
11258,182,2,49.230000000000004
11259,24,3,6770.599999999999
11260,204,2,81.26
11261,21,3,6650.599999999999
11263,34,3,6754.0599999999995
11264,44,2,3182.27
11265,375,1,2351.9599999999996
11266,358,2,5922.23
11267,371,2,5943.23
11268,58,2,98.25
11269,125,2,42.28
11270,371,2,5984.219999999999
11271,356,2,5973.24
11272,365,2,5975.23
11273,235,2,273.23
11274,323,2,5888.24
11275,366,2,5955.23
11278,375,2,5908.25
11279,205,2,44.57
11280,158,2,77.27000000000001
11281,367,2,5921.19
11282,376,2,5998.73
11283,138,2,44.57
11284,256,2,55.480000000000004
11285,79,2,127.76
11286,358,2,5954.219999999999
11288,145,2,77.27000000000001
11289,362,2,5905.48
11290,351,2,5933.25
11291,359,2,5873.26
11292,378,2,5910.219999999999
11293,304,2,85.22
11294,12,2,42.28
11295,369,2,6058.25
11296,349,2,5897.53
11297,327,2,5948.24
11298,326,2,5922.23
11299,323,2,6015.24
11301,94,2,131.26
11302,345,2,5938.19
11303,324,2,5875.549999999999
11304,266,2,122.21000000000001
11305,162,2,77.27000000000001
11306,128,2,42.28
11307,339,2,5964.219999999999
11308,6,2,94.26
11309,11,2,42.28
11310,20,2,77.27000000000001
11311,122,2,77.27000000000001
11312,225,2,42.28
11313,48,2,44.57
11314,41,2,47.53
11315,27,2,42.28
11317,329,2,5873.26
11318,66,2,44.57
11319,323,2,5930.23
11320,147,2,72.21000000000001
11321,230,2,37.29
11322,237,2,44.57
11323,348,2,6074.54
11324,342,2,5945.23
11325,347,2,6044.2
11326,327,2,5948.24
11327,346,2,5915.54
11329,337,2,5898.26
11499,198,2,192.21
11503,36,2,61.779999999999994
11504,255,2,44.57
11508,244,2,77.27000000000001
11509,168,1,196.29
11511,306,1,35.0
11514,203,1,39.99
11515,268,2,5930.23
11516,211,2,5915.54
11517,143,2,101.76
11518,63,2,82.2
11521,67,2,44.57
11522,346,2,5888.24
11524,88,2,42.28
11525,325,2,5935.549999999999
11527,73,2,39.58
11528,328,2,5959.709999999999
11529,343,2,5944.209999999999
11531,339,2,5875.549999999999
11532,17,2,44.57
11533,9,2,37.29
11534,333,2,5919.73
11535,304,2,5919.209999999999
11536,298,2,5915.54
11537,295,2,5873.26
11538,318,2,5895.24
11539,294,2,5997.73
11540,298,2,5958.18
11541,275,2,5973.24
11617,281,2,5935.549999999999
11620,170,2,44.57
11621,75,2,123.24000000000001
11622,212,2,133.75
11623,262,2,5948.24
11624,264,2,5898.26
11625,265,2,5913.25
11626,281,2,5958.74
11627,65,2,50.230000000000004
11628,288,2,5875.549999999999
11629,270,2,5930.23
11630,261,2,5933.26
11633,7,2,77.27000000000001
11634,262,2,39.58
11635,114,2,42.28
11636,5,2,77.27000000000001
11637,332,2,39.58
11638,86,2,77.27000000000001
11639,10,2,127.26
11643,193,2,100.22
11644,11,2,42.28
11645,12,2,153.46
11646,172,2,113.47999999999999
11648,133,2,88.99000000000001
11649,265,2,91.28
11650,27,2,128.97
11653,93,2,178.96
11654,264,2,5955.23
11655,42,2,50.230000000000004
11656,8,2,77.27000000000001
11657,0,2,178.96
11658,173,2,111.96000000000001
11662,191,2,100.27000000000001
11663,332,2,5948.24
11664,326,2,5948.24
11665,333,2,5930.23
11666,340,2,5948.24
11667,25,2,91.28
11668,12,2,128.97
11669,147,2,113.21000000000001
11670,117,2,100.27000000000001
11671,280,2,5970.23
11672,117,2,113.47999999999999
11673,316,2,191.95000000000002
11674,148,2,96.27000000000001
11675,338,2,5898.26
11676,35,2,91.28
11678,342,2,5900.549999999999
11679,45,2,145.96
11680,4,2,93.98
11681,49,2,137.96
11682,35,2,252.98000000000002
11683,340,2,5897.23
11684,32,2,93.98
11685,31,2,110.92
11686,264,2,128.97
11687,206,2,97.98
11688,333,2,5967.23
11689,133,2,88.99000000000001
11690,262,2,5904.23
11691,239,2,119.96000000000001
11692,5,2,93.98
11694,107,2,128.97
11695,147,2,128.97
11696,259,2,5873.26
11697,101,2,152.96
11699,157,2,122.25
11700,218,2,137.96
11701,254,2,128.97
11702,60,2,96.27000000000001
11703,58,2,100.27000000000001
11704,180,2,93.98
11705,231,2,5940.54
11706,101,2,88.99000000000001
11707,234,2,6025.219999999999
11708,230,2,5908.5
11710,32,2,97.98
11713,53,2,191.95
11714,244,2,93.98
11715,14,2,143.97
11716,7,2,96.27000000000001
11717,16,2,192.47000000000003
11718,298,2,100.27000000000001
11720,173,2,117.95
11721,88,2,105.26
11722,65,2,153.46
11725,256,2,123.91
11726,37,2,223.44
11727,254,2,5962.24
11728,68,2,109.97
11729,8,2,159.96
11730,10,2,134.46
11731,162,2,121.44999999999999
11732,151,2,173.47000000000003
11733,10,2,194.98000000000002
11734,190,2,135.78
11735,22,2,109.97
11736,40,2,166.45
11737,180,2,77.27000000000001
11741,327,2,6079.24
11742,236,2,5915.54
11743,242,2,5898.26
11744,139,2,72.28
11745,254,2,5948.23
11746,65,2,77.27000000000001
11747,92,2,115.96000000000001
11770,84,2,77.27000000000001
11771,173,2,94.48
11772,243,2,5913.24
11773,258,2,5983.74
11774,214,2,5900.549999999999
11775,224,2,5913.25
11776,224,2,6079.24
11777,205,2,5915.53
11778,198,2,5873.26
11779,204,2,5873.26
11780,209,2,5973.24
11781,35,2,134.46
11782,119,2,151.75
11783,247,2,109.97
11785,135,2,74.98
11786,2,2,126.96000000000001
11787,69,2,109.97
11788,146,2,255.27
11789,260,2,72.28
11790,236,2,146.95000000000002
11791,43,2,119.98
11792,197,2,119.98
11793,337,2,101.96000000000001
11794,0,2,77.27000000000001
11795,49,2,74.98
11796,228,2,5995.2
11797,198,2,5972.73
11798,216,2,5953.25
11799,218,2,5921.19
11800,153,2,77.27000000000001
11801,14,2,87.28
11803,51,2,229.95
11804,154,2,133.96
11805,69,2,128.97
11806,102,2,96.27000000000001
11807,123,2,153.46
11809,217,2,5929.23
11810,203,2,5973.24
11811,210,2,5898.26
11812,209,2,5900.549999999999
11813,199,2,5953.25
11814,127,2,101.26
11815,323,2,5948.24
11816,327,2,5933.25
11817,335,2,5898.26
11818,348,2,5954.219999999999
11819,6,2,96.27000000000001
11821,132,2,151.43
11822,140,2,87.28
11825,335,2,5900.549999999999
11826,332,2,5898.26
11828,269,2,93.98
11829,206,2,130.94
11830,348,2,5930.23
11831,337,2,5933.25
11832,126,2,124.97
11834,334,2,5908.25
11836,266,2,69.99000000000001
11837,327,2,5923.23
11838,138,2,135.21
11839,215,2,5955.23
11840,254,2,87.28
11842,40,2,98.97
11843,311,2,116.76
11844,8,2,124.97
11846,187,2,84.99000000000001
11847,59,2,124.97
11848,38,2,92.27000000000001
11849,8,2,257.97
11850,224,2,149.46
11851,39,2,84.99000000000001
11852,133,2,124.97
11853,207,2,89.98
11854,212,2,5985.2
11855,124,2,89.98
11856,14,2,133.96
11857,39,2,124.97
11858,185,2,84.99000000000001
11859,43,2,72.28
11860,62,2,69.99000000000001
11862,82,2,209.23
11863,131,2,47.940000000000005
11864,221,2,47.940000000000005
11865,99,2,114.92
11866,261,2,42.95
11867,82,2,82.93
11870,5,2,242.27
11871,229,2,69.99000000000001
11872,202,2,5948.24
11873,221,2,5923.23
11874,5,2,72.21000000000001
11876,111,2,82.93
11877,16,2,42.95
11878,32,2,82.93
11879,72,2,107.42
11880,71,2,50.230000000000004
11881,27,2,148.39999999999998
11882,185,2,47.940000000000005
11883,60,2,77.27000000000001
11884,15,2,109.97
11885,343,2,5900.549999999999
11886,210,2,5897.53
11887,200,2,82.93
11889,315,2,50.230000000000004
11890,192,2,130.44
11891,197,2,109.97
11923,9,2,42.95
11924,208,2,5897.23
11925,208,2,5968.23
11926,209,2,47.940000000000005
11927,0,2,51.94
11928,31,2,47.940000000000005
11931,71,2,234.44
11932,172,2,136.25
11933,200,2,5933.26
11934,217,2,5994.719999999999
11935,221,1,35.0
11936,283,1,42.28
11937,195,2,5888.24
11938,9,2,42.95
11939,208,2,5976.74
11940,19,2,69.99000000000001
11941,72,2,108.96000000000001
11945,107,2,5910.549999999999
11949,111,2,69.99000000000001
11950,67,2,109.97
11953,119,2,65.25
11954,209,2,5910.549999999999
11955,199,2,5953.25
11956,226,2,5873.26
11957,10,2,91.25
11958,64,2,159.96
11959,64,2,138.48000000000002
11960,169,2,74.98
11961,97,2,72.28
11962,150,2,102.97
11970,114,2,109.97
11971,49,2,134.46
11972,22,2,65.25
11973,309,2,88.96000000000001
11974,39,2,113.45
11975,91,2,208.96
11978,61,2,74.98
11980,46,2,108.46
11981,0,2,119.76
11982,103,2,105.25999999999999
11983,326,2,5873.26
11985,11,2,89.98
12015,266,1,61.97
12016,226,2,5913.24
12018,111,2,6011.74
12019,110,1,74.98
12022,133,2,136.25
12023,102,2,5933.26
12024,149,2,83.97
12025,214,2,5910.549999999999
12026,226,2,5976.74
12027,171,2,5913.24
12028,109,1,39.99
12029,164,1,54.97
12030,171,2,5970.23
12033,184,2,5949.23
12040,11,2,51.27
12041,196,2,5998.23
12042,185,2,5975.23
12043,31,2,103.97
12044,43,2,105.95
12045,72,2,65.97
12046,270,2,43.99
12047,88,2,43.99
12048,48,2,133.96
12049,65,2,171.44
12050,341,2,6023.73
12051,227,2,89.98
12052,338,2,5935.549999999999
12053,348,2,5973.24
12057,190,2,87.28
12058,344,2,5936.2
12059,325,2,5930.23
12062,7,2,87.28
12063,61,2,84.99000000000001
12064,46,2,122.42000000000002
12065,287,2,92.27000000000001
12066,117,2,84.99000000000001
12067,171,2,133.96
12068,48,2,93.98
12069,320,2,5897.53
12070,18,2,84.99000000000001
12071,330,2,5973.24
12072,307,2,5951.18
12073,263,2,133.96
12075,172,2,5933.26
12076,304,2,5873.26
12078,193,2,5975.23
12079,195,2,6008.2
12082,294,2,5913.24
12083,317,2,5993.26
12084,178,2,5985.209999999999
12085,142,2,108.46
12087,6,2,92.27000000000001
12088,1,2,170.94
12091,133,2,83.97
12092,224,2,51.27
12093,3,2,46.28
12094,172,2,5962.52
12095,163,2,56.93000000000001
12096,177,2,5900.549999999999
12098,33,2,83.97
12099,69,2,43.99
12100,118,2,129.47
12101,221,2,92.27000000000001
12102,319,2,5903.19
12103,298,2,5997.73
12104,311,2,5908.25
12105,315,2,5993.26
12108,189,2,5946.2
12109,184,2,5930.23
12110,170,2,5888.24
12111,112,2,194.98000000000002
12112,301,2,5930.23
12115,206,2,89.98
12116,297,2,5933.25
12117,26,2,159.99
12118,169,2,6004.2
12119,69,2,162.28
12120,168,2,5908.26
12121,168,2,5946.2
12135,196,2,84.99000000000001
12137,247,2,92.27000000000001
12138,135,2,119.91000000000001
12139,24,2,102.93
12141,309,2,5979.219999999999
12142,317,2,5945.209999999999
12143,300,2,5993.26
12144,69,2,50.230000000000004
12145,14,2,132.92
12146,66,2,227.42000000000002
12148,14,2,82.93
12149,10,2,82.93
12150,131,2,42.95
12151,313,2,5895.24
12152,312,2,5937.73
12153,315,2,5938.23
12155,293,2,5930.23
12156,315,2,5920.24
12157,45,2,42.95
12160,311,2,5945.23
12161,49,2,206.94
12162,294,2,5913.24
12163,315,2,5944.73
12164,318,2,5908.26
12167,306,2,5975.23
12168,143,2,72.88000000000001
12169,301,2,5948.24
12170,311,2,5908.26
12171,312,2,5983.74
12172,301,2,5930.23
12173,314,2,5929.23
12174,297,2,5873.26
12175,54,2,155.0
12176,7,2,162.28
12178,317,2,5933.25
12179,189,2,5913.24
12180,193,2,5930.23
12181,307,2,5958.74
12184,301,2,5875.549999999999
12185,273,2,50.230000000000004
12186,311,2,5913.24
12187,308,2,5908.25
12188,309,2,5933.25
12189,302,2,5950.23
12190,315,2,5890.53
12191,107,2,245.47
12192,22,2,159.99
12194,249,2,82.93
12195,170,2,124.41000000000001
12197,251,2,47.940000000000005
12198,188,2,5969.7
12199,61,2,194.98000000000002
12200,310,2,5935.549999999999
12201,157,2,58.18000000000001
12204,205,2,119.93
12205,14,2,51.269999999999996
12206,311,2,5908.25
12207,277,2,5875.549999999999
12208,272,2,5954.219999999999
12209,267,2,5908.25
12362,267,2,5904.23
12364,288,2,5898.26
12365,221,2,53.97
12366,47,2,88.96000000000001
12409,67,2,155.0
12410,6,2,159.99
12411,88,2,159.99
12412,63,2,258.48
12413,153,2,162.28
12414,135,2,157.29
12415,52,1,74.98
12416,198,1,39.99
12417,11,1,59.27
12418,68,2,5969.719999999999
12419,217,1,35.0
12420,304,1,42.28
12421,307,1,74.98
12422,92,1,35.0
12423,56,2,5908.25
12424,141,1,99.47
12425,57,1,89.98
12426,69,1,99.47
12427,223,1,39.99
12428,79,1,74.98
12429,314,1,35.0
12432,79,1,91.97
12433,289,1,74.98
12434,54,1,74.98
12435,168,2,5920.24
12436,211,1,42.28
12437,179,2,5983.219999999999
12438,282,2,5898.26
12439,294,1,124.97
12440,191,2,5913.25
12441,175,2,5875.549999999999
12442,164,2,5900.549999999999
12443,5,1,29.93
12445,158,1,21.98
12446,141,2,5944.73
12448,166,2,5915.54
12450,148,2,5955.23
12452,166,2,5935.549999999999
12453,238,1,21.98
12454,280,1,71.95
12455,57,1,21.98
12456,6,1,21.98
12457,284,1,24.27
12527,27,1,86.96000000000001
12528,138,1,71.97
12529,4,1,85.48
12531,301,1,21.98
12533,275,2,271.95000000000005
12707,275,2,5948.23
12708,76,2,83.97
12709,264,2,5933.25
12755,163,2,5998.719999999999
12756,161,2,5908.25
12757,285,1,106.96000000000001
12758,232,1,74.98
12759,201,1,21.98
12761,157,2,5929.23
12762,17,2,5933.26
12764,284,2,4347.76
12766,222,2,4417.73
12767,143,1,35.0
12768,179,2,4426.74
12769,157,2,5948.24
12770,149,2,5943.5
12771,159,2,5908.25
12772,146,2,5913.24
12773,157,2,5908.25
12774,140,2,5943.23
12775,219,1,21.98
12776,3,2,86.25999999999999
12777,161,2,5900.549999999999
12778,24,1,45.95
12779,144,2,5980.23
12780,118,2,5940.54
12784,129,2,5985.219999999999
12786,63,1,21.98
12787,110,2,53.56
12788,192,1,56.97
12789,108,2,5980.219999999999
12790,31,1,24.27
12791,325,1,29.93
12792,11,1,76.97
12793,328,1,120.47
12794,140,1,21.98
12796,284,1,71.97
12797,204,1,56.97
12875,32,1,80.94
12876,8,1,36.96
12877,214,1,29.93
12878,324,1,46.47
12879,22,1,36.96
12881,127,2,5908.26
12882,124,2,5930.23
12883,112,2,5875.549999999999
12884,119,2,5900.549999999999
12885,110,2,5948.24
12886,119,2,5965.219999999999
12887,85,1,21.98
12888,92,1,96.46000000000001
12889,104,1,21.98
12890,11,1,71.97
12891,27,1,21.98
12893,30,2,48.980000000000004
12894,109,2,48.980000000000004
12896,289,1,44.910000000000004
12897,130,1,106.96000000000001
12898,125,2,5958.74
12899,27,1,96.46000000000001
12900,55,1,21.98
12901,135,2,5917.24
12904,134,2,5915.53
12905,152,1,71.97
12906,331,1,21.98
12907,300,1,141.98
12908,313,1,85.48
12909,87,1,71.97
12910,99,1,56.97
12911,11,1,30.97
12912,81,2,5898.26
12913,81,2,5922.53
12915,95,2,5896.19
12917,269,2,5898.26
12918,276,2,4763.34
12920,125,2,105.95
12921,85,2,4803.33
12922,78,2,4513.5125
12923,103,2,4486.5425
12924,73,1,90.95
12925,304,1,21.98
12926,284,2,4795.3099999999995
12927,174,2,108.46
12929,261,2,4820.3099999999995
12930,266,2,4513.8425
12931,178,2,155.94000000000003
12932,78,2,48.980000000000004
12933,198,2,142.95000000000002
12934,278,2,4551.532499999999
12935,267,2,4794.3099999999995
12937,162,1,75.97
12938,328,1,81.46000000000001
12940,82,2,108.46
12941,285,2,4818.33
12942,275,2,4501.5525
12943,6,2,105.95
12946,118,1,81.46000000000001
12947,79,2,4507.522499999999
12948,333,1,76.97
12949,101,2,4558.522499999999
12950,83,2,4760.32
12951,290,1,30.97
12952,153,1,36.96
12953,270,1,81.46000000000001
12954,212,2,51.27
12955,7,2,83.97
12956,79,2,108.46
12957,17,2,43.99
12958,67,2,207.98000000000002
12960,231,2,51.27
12961,5,2,83.97
12962,60,2,83.97
12963,17,2,108.46
12965,343,1,56.97
12966,192,1,106.96000000000001
12967,218,1,21.98
12968,51,1,21.98
12971,186,1,21.98
12973,20,2,83.97
12974,6,1,56.97
12975,93,2,4618.532499999999
12976,133,1,21.98
12977,313,1,71.97
12978,192,1,50.230000000000004
12979,327,1,180.98
12980,284,2,4552.522499999999
12981,263,2,4809.8099999999995
12982,102,2,57.970000000000006
12983,316,1,100.46000000000001
12985,174,2,43.99
13014,9,2,194.98000000000002
13015,250,2,155.0
13016,264,2,4813.32
13017,147,1,42.28
13019,88,2,4835.289999999999
13028,22,1,48.980000000000004
13029,184,2,2961.0425
13030,126,1,76.97
13031,294,1,21.98
13032,283,2,4740.629999999999
13033,5,1,45.95
13039,122,2,3282.83
13052,253,1,30.97
13053,312,1,76.97
13054,32,1,75.97
13055,129,2,3084.0225
13056,94,2,3291.8199999999997
13057,69,2,3341.81
13058,358,2,3032.31
13059,379,2,3089.8
13060,339,2,2808.0025
13061,129,1,46.47
13062,84,2,4500.522499999999
13063,78,2,4773.33
13064,105,2,4579.4725
13066,301,2,3033.31
13067,259,2,3059.31
13068,282,2,2815.5225
13069,282,2,2731.5425
13070,301,1,56.97
13072,10,2,155.0
13073,68,1,21.98
13074,256,1,56.97
13083,264,2,4532.522499999999
13085,218,2,3089.8
13086,106,2,4805.62
13087,83,2,4803.33
13088,101,2,4760.32
13092,50,2,231.96
13093,265,2,4778.33
13094,9,1,56.97
13097,280,1,21.98
13098,250,1,71.97
13099,91,2,216.96
13100,271,1,2376.9599999999996
13102,280,1,2386.9399999999996
13142,83,2,4798.34
13145,70,1,2337.27
13146,240,1,30.97
13147,221,1,74.98
13151,40,1,91.95
13152,65,2,4582.5125
13153,335,1,106.96000000000001
13154,69,1,2309.97
13161,54,2,4523.532499999999
13162,181,1,85.48
13163,228,1,30.97
13164,197,1,100.46000000000001
13165,64,2,4501.5525
13166,297,1,71.97
13167,68,1,42.28
13168,109,1,74.98
13169,90,2,191.97
13170,264,2,230.96
13171,221,2,191.97
13172,10,2,144.27
13173,269,2,4598.0125
13174,279,2,4558.522499999999
13176,267,2,4753.32
13177,267,2,4498.532499999999
13178,272,2,4498.532499999999
13180,140,2,201.46
13181,72,2,185.96
13182,38,2,165.95
13183,291,2,195.97
13184,41,2,220.46
13186,249,1,21.98
13187,258,1,29.93
13188,93,1,56.97
13189,274,2,4765.629999999999
13190,259,2,4501.5525
13191,136,1,46.47
13192,65,1,56.97
13193,191,1,71.97
13194,116,1,56.97
13195,279,1,71.97
13196,97,1,56.97
13200,64,1,24.27
13202,283,2,4558.522499999999
13203,282,2,4491.532499999999
13204,70,1,141.98
13205,267,2,4803.32
13207,99,1,85.48
13208,277,2,4813.32
13210,64,2,4501.5525
13211,4,1,30.97
13212,66,2,4564.4925
13213,311,1,21.98
13214,66,2,4501.5525
13215,154,1,71.95
13216,250,1,96.46000000000001
13218,72,1,85.48
13219,100,1,21.98
13220,287,2,4682.532499999999
13221,264,2,4795.3099999999995
13223,80,1,56.97
13224,235,2,4536.032499999999
13225,46,2,4503.8425
13226,49,2,4564.4925
13227,274,1,71.97
13228,171,1,56.97
13229,194,1,21.98
13230,249,2,4905.32
13232,128,1,21.98
13233,71,2,4587.5125
13234,347,1,36.96
13235,329,1,56.97
13236,85,1,21.98
13237,257,2,4516.532499999999
13238,230,2,4511.5425
13240,135,1,21.98
13242,96,1,56.97
13243,231,2,4511.5425
13244,95,1,81.46000000000001
13245,190,1,46.47
13246,52,2,4813.3099999999995
13247,57,2,4548.522499999999
13248,68,2,4491.532499999999
13250,252,2,4501.5525
13266,299,1,29.93
13269,49,2,4507.522499999999
13272,76,1,81.46000000000001
13273,244,2,4657.532499999999
13274,249,2,4837.8099999999995
13275,337,1,21.98
13276,40,1,21.98
13277,257,2,4498.532499999999
13278,253,2,4578.522499999999
13279,235,2,4533.522499999999
13280,255,2,4558.522499999999
13281,9,1,21.98
13282,47,1,56.97
13283,242,2,4498.532499999999
13286,232,2,4516.532499999999
13287,241,2,4763.34
13288,237,2,4573.5025
13291,233,1,81.46000000000001
13292,232,2,4478.8425
13293,177,1,21.98
13294,99,1,86.95
13295,2,1,71.97
13296,292,1,21.98
13297,171,1,21.98
13298,240,2,4511.5425
13299,256,2,4835.299999999999
13300,136,1,45.95
13301,120,1,66.96000000000001
13302,318,1,56.97
13304,235,2,4612.5125
13305,254,1,71.97
13306,28,1,71.97
13307,223,1,81.46000000000001
13308,261,1,29.93
13309,269,1,21.98
13310,306,1,29.93
13311,19,1,29.93
13312,175,1,80.96000000000001
13313,306,1,76.97
13314,241,2,4854.289999999999
13315,254,2,4541.532499999999
13316,247,2,4576.532499999999
13317,51,1,56.97
13319,237,2,4647.5125
13320,321,1,21.98
13321,14,1,71.95
13322,249,1,85.48
13323,31,1,141.98
13324,249,2,4526.782499999999
13325,231,2,4558.522499999999
13326,238,2,4511.5525
13327,177,1,30.97
13329,235,2,4807.3099999999995
13331,185,1,65.96000000000001
13332,88,1,56.97
13333,111,1,21.98
13334,166,1,71.95
13335,44,1,71.97
13336,280,1,106.96000000000001
13337,221,1,180.98
13338,1,1,121.94
13339,338,1,30.97
13340,238,2,4546.522499999999
13341,332,1,141.98
13342,67,1,32.22
13344,256,1,80.96000000000001
13346,256,2,4498.532499999999
13347,222,1,71.97
13348,235,2,4615.032499999999
13349,334,1,21.98
13351,250,2,4476.5525
13352,206,1,56.97
13353,74,2,4547.5025
13354,249,2,4498.532499999999
13355,230,2,4558.532499999999
13356,89,1,30.97
13357,51,2,4543.8325
13359,67,2,4637.8425
13360,343,1,56.97
13361,66,2,4765.629999999999
13362,51,2,4476.5525
13363,319,1,71.97
13364,243,1,56.97
13365,124,1,24.27
13367,255,2,4516.532499999999
13368,79,1,71.97
13369,231,2,4778.33
13370,56,1,2329.99
13371,160,1,71.97
13372,343,1,76.97
13373,288,1,71.95
13374,92,1,56.97
13375,41,1,71.97
13376,109,1,30.97
13377,257,1,2319.99
13378,256,2,4522.5025
13379,180,1,24.27
13380,56,2,4820.3099999999995
13381,173,1,71.97
13382,235,2,4525.8225
13383,71,2,4511.5425
13384,54,2,4573.522499999999
13385,61,2,4548.5025
13386,103,1,84.96000000000001
13387,72,1,2337.27
13388,314,1,106.96000000000001
13389,44,1,115.95000000000002
13390,14,1,99.94
13392,65,1,56.97
13393,248,1,2351.9599999999996
13394,246,1,2318.9599999999996
13395,179,1,21.98
13396,229,1,2362.27
13397,62,1,2396.9399999999996
13398,53,1,2322.2799999999997
13399,66,1,2294.99
13400,67,2,4568.5025
13401,53,2,4798.34
13402,76,2,4793.33
13403,244,2,4578.522499999999
13413,74,1,56.97
13414,252,1,2319.99
13415,232,1,2325.9599999999996
13416,309,1,106.96000000000001
13417,256,1,2369.97
13419,254,2,4476.5525
13420,254,2,4798.33
13421,261,1,24.27
13422,242,1,81.46000000000001
13424,234,2,4807.3099999999995
13425,233,2,4810.3099999999995
13426,249,2,4498.532499999999
13427,237,1,2294.99
13428,247,1,2316.97
13429,216,2,4587.032499999999
13430,297,1,30.97
13431,214,2,4592.5025
13432,292,1,56.97
13433,217,2,4533.522499999999
13435,211,2,4838.32
13436,223,2,4498.532499999999
13437,317,1,80.96000000000001
13438,216,2,4501.5525
13439,240,1,56.97
13441,45,1,46.47
13442,207,2,4500.8225
13443,215,2,4536.5425
13444,184,1,56.97
13445,60,1,75.97
13446,208,2,4536.5525
13447,210,2,4533.522499999999
13448,226,1,21.98
13449,214,2,4526.522499999999
13450,220,2,4773.33
13451,87,1,21.98
13452,227,2,4800.299999999999
13453,210,2,4576.532499999999
13454,213,1,2344.2599999999998
13455,217,1,2349.9199999999996
13456,228,2,4582.5125
13457,161,1,56.97
13458,340,1,44.910000000000004
13459,63,1,56.97
13461,212,2,4476.5525
13462,39,2,4558.0125
13463,61,1,106.96000000000001
13464,211,2,4501.5525
13465,53,1,75.97
13467,248,1,21.98
13468,208,2,4626.522499999999
13469,6,1,71.97
13470,24,1,56.97
13471,238,1,30.97
13472,203,1,2518.9799999999996
13473,218,1,2318.9599999999996
13475,34,1,56.97
13476,210,1,75.97
13477,200,2,4511.5425
13478,223,2,4898.32
13479,143,1,75.97
13480,238,1,81.46000000000001
13481,9,1,30.97
13482,37,2,4500.8225
13483,176,1,56.97
13484,224,2,4813.32
13485,332,1,36.96
13487,208,2,4533.522499999999
13488,215,1,141.98
13489,203,2,4740.629999999999
13490,308,1,56.97
13492,201,2,4500.522499999999
13652,250,1,30.97
13653,222,2,4546.7925
